,Date,rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,paid,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings
52,01/11/2020,11,كلمات متقاطعة,776334,10000000.0,4.0,0.3,0.7,0.0,GAME WORD,0,646022.0,57146.0,31706.0,10542.0,30916.0
53,01/12/2020,12,Beach Buggy Racing,2178512,100000000.0,4.0,1.1,2.2,0.0,GAME RACING,0,1657717.0,195050.0,96043.0,49967.0,179732.0
54,01/12/2020,12,Benji Bananas,1164984,50000000.0,4.0,0.1,0.3,0.0,GAME ADVENTURE,0,851605.0,128930.0,74782.0,26563.0,83101.0
55,01/12/2020,12,Bowmasters,5471344,100000000.0,4.0,2.0,4.1,0.0,GAME ACTION,0,4319351.0,514574.0,229990.0,98901.0,308525.0
56,01/12/2020,12,Dragon City Mobile,1421165,100000000.0,4.0,0.0,0.0,0.0,GAME SIMULATION,0,1149212.0,147633.0,52590.0,18948.0,52780.0
57,01/12/2020,12,Gartic,357020,10000000.0,4.0,69928.5,1.6,0.0,GAME TRIVIA,0,230895.0,52861.0,25746.0,10562.0,36953.0
58,01/12/2020,12,Granny,3290970,100000000.0,4.0,1.4,2.9,0.0,GAME ARCADE,0,2393224.0,283587.0,152239.0,95032.0,366885.0
59,01/12/2020,12,Jackpot Slot Machines - Slots Era™ Vegas Casino,649856,5000000.0,4.0,0.8,1.8,0.0,GAME CASINO,0,476204.0,106016.0,39009.0,8107.0,20518.0
60,01/12/2020,12,Ludo STAR,769196,10000000.0,4.0,2.1,4.5,0.0,GAME BOARD,0,597616.0,56899.0,32850.0,14912.0,66917.0
61,01/12/2020,12,New Star Soccer,2284366,10000000.0,4.0,0.3,0.7,0.0,GAME SPORTS,0,1748328.0,338980.0,111056.0,26543.0,59457.0
62,01/12/2020,12,Pepi House: Happy Family,204816,10000000.0,4.0,1.5,3.3,0.0,GAME EDUCATIONAL,0,132787.0,19175.0,11845.0,9717.0,31289.0
63,01/12/2020,12,Plants vs Zombies™ 2 Free,6964142,100000000.0,4.0,0.5,1.1,0.0,GAME CASUAL,0,5161994.0,738250.0,337096.0,159672.0,567126.0
64,01/12/2020,12,SongPop,403074,10000000.0,4.0,0.0,0.0,0.0,GAME MUSIC,0,278414.0,59680.0,23708.0,12163.0,29106.0
65,01/12/2020,12,Spider Solitaire,533216,10000000.0,4.0,1.1,2.4,0.0,GAME CARD,0,396321.0,89813.0,23855.0,6905.0,16319.0
66,01/12/2020,12,Sudoku.com - Free Sudoku,1704670,50000000.0,4.0,1.1,2.3,0.0,GAME PUZZLE,0,1254531.0,307541.0,79949.0,18011.0,44635.0
67,01/12/2020,12,Tap Titans,1344784,10000000.0,4.0,0.0,0.0,0.0,GAME ROLE PLAYING,0,1206706.0,67528.0,25703.0,9641.0,35204.0
68,01/12/2020,12,Vlogger Go Viral: Streamer Tuber Idle Life Games,2120051,10000000.0,4.0,0.3,0.9,0.0,GAME STRATEGY,0,1672347.0,210475.0,88357.0,39902.0,108966.0
69,01/12/2020,12,وصلة - لعبة كلمات متقاطعة,749320,5000000.0,4.0,0.4,0.8,0.0,GAME WORD,0,626300.0,43123.0,34484.0,11904.0,33506.0
70,01/13/2020,13,Asphalt 9: Legends,2098500,50000000.0,4.0,1.6,3.9,0.0,GAME RACING,0,1605688.0,206562.0,85294.0,41374.0,159579.0
71,01/13/2020,13,Caesars Slots: Casino Slots game,617349,10000000.0,4.0,0.9,1.8,0.0,GAME CASINO,0,424459.0,77519.0,39348.0,19359.0,56661.0
72,01/13/2020,13,Chess - Play and Learn,615530,10000000.0,4.0,7.8,15.8,0.0,GAME BOARD,0,493766.0,68026.0,19325.0,7219.0,27192.0
73,01/13/2020,13,Choices: Stories You Play,1389243,10000000.0,4.0,0.4,0.8,0.0,GAME SIMULATION,0,924315.0,243628.0,84511.0,40231.0,96556.0
74,01/13/2020,13,Coin Master,5768595,100000000.0,4.0,2.0,5.0,0.0,GAME CASUAL,0,4089427.0,617190.0,303609.0,139343.0,619023.0
75,01/13/2020,13,DragonFlight,2858076,10000000.0,4.0,0.0,0.2,0.0,GAME ARCADE,0,1795281.0,475749.0,286985.0,88464.0,211595.0
76,01/13/2020,13,Hero Wars – Hero Fantasy Multiplayer Battles,1311495,50000000.0,4.0,4.7,10.6,0.0,GAME ROLE PLAYING,0,1036086.0,107619.0,27019.0,15790.0,124979.0
77,01/13/2020,13,KIM KARDASHIAN: HOLLYWOOD,1096282,10000000.0,4.0,0.1,0.1,0.0,GAME ADVENTURE,0,754581.0,139419.0,71549.0,32075.0,98655.0
78,01/13/2020,13,"Math Games, Learn Add, Subtract, Multiply & Divide",201926,10000000.0,4.0,3.0,6.9,0.0,GAME EDUCATIONAL,0,154697.0,16426.0,8631.0,5266.0,16904.0
79,01/13/2020,13,Piano Music Go 2020: EDM Piano Games,388495,50000000.0,4.0,1.5,3.7,0.0,GAME MUSIC,0,282968.0,38871.0,21217.0,11806.0,33632.0
80,01/13/2020,13,Soccer Stars,2243246,50000000.0,4.0,0.4,1.0,0.0,GAME SPORTS,0,1598826.0,206648.0,115761.0,61612.0,260397.0
81,01/13/2020,13,Solitaire,507250,50000000.0,4.0,0.9,1.9,0.0,GAME CARD,0,566647.75,128512.5,39936.0,13320.25,39624.75
82,01/13/2020,13,Standoff 2,4801658,50000000.0,4.0,3.0,7.6,0.0,GAME ACTION,0,3884644.0,365380.0,135150.0,65422.0,351059.0
83,01/13/2020,13,Stick War: Legacy,1997631,100000000.0,4.0,2.3,4.6,0.0,GAME STRATEGY,0,1594877.0,141385.0,68934.0,38963.0,153468.0
84,01/13/2020,13,Trivia Crack 2,344975,10000000.0,4.0,1.4,2.8,0.0,GAME TRIVIA,0,235266.0,57540.0,20735.0,8377.0,23054.0
85,01/13/2020,13,Words with Friends: Play Fun Word Puzzle Games,736769,10000000.0,4.0,0.0,0.1,0.0,GAME WORD,0,448241.0,128403.0,56855.0,32637.0,70630.0
86,01/13/2020,13,ضربة معلم - لعبة الغاز مسلية,1701889,10000000.0,4.0,1.3,2.8,0.0,GAME PUZZLE,0,1416736.0,103007.0,67437.0,31868.0,82838.0
87,01/14/2020,14,94 Degrees: fun trivia quiz,334779,10000000.0,4.0,0.0,0.0,0.0,GAME TRIVIA,0,195219.0,69220.0,29656.0,12503.0,28179.0
88,01/14/2020,14,Angry Birds 2,5720687,100000000.0,4.0,0.4,0.9,0.0,GAME CASUAL,0,4040927.0,701272.0,315427.0,150412.0,512646.0
89,01/14/2020,14,Bingo Showdown Free Bingo Games – Bingo Live Game,598584,5000000.0,4.0,0.2,0.4,0.0,GAME BOARD,0,481850.0,54404.0,28767.0,10827.0,22734.0
90,01/14/2020,14,Candy Crush Jelly Saga,1652333,100000000.0,4.0,0.5,1.1,0.0,GAME PUZZLE,0,1199685.0,241711.0,99714.0,31883.0,79338.0
91,01/14/2020,14,Fast Racing 3D,1848375,100000000.0,4.0,0.0,0.1,0.0,GAME RACING,0,1329863.0,205301.0,132256.0,43679.0,137274.0
92,01/14/2020,14,Girl Games: Unicorn Cooking Games for Girls Kids,191141,10000000.0,4.0,10.0,24.7,0.0,GAME EDUCATIONAL,0,150962.0,11416.0,6201.0,5011.0,17549.0
93,01/14/2020,14,Growtopia,1014301,10000000.0,3.0,0.3,0.7,0.0,GAME ADVENTURE,0,542530.0,73688.0,72005.0,51658.0,274417.0
94,01/14/2020,14,LINE BROWN FARM,1367006,10000000.0,4.0,0.3,0.5,0.0,GAME SIMULATION,0,896829.0,241396.0,115240.0,30409.0,83131.0
95,01/14/2020,14,MovieStarPlanet,1193550,10000000.0,3.0,0.0,0.1,0.0,GAME ROLE PLAYING,0,647071.0,155738.0,105157.0,55935.0,229646.0
96,01/14/2020,14,Music Hero - Rhythm Beat Tap,372516,10000000.0,4.0,76.2,152.4,0.0,GAME MUSIC,0,225363.0,54103.0,37848.0,16843.0,38357.0
97,01/14/2020,14,Online Soccer Manager (OSM) - 20/21,2010215,10000000.0,4.0,0.8,1.8,0.0,GAME SPORTS,0,1481891.0,233514.0,97167.0,41065.0,156575.0
98,01/14/2020,14,Red Ball 4,2342083,100000000.0,4.0,1.0,2.1,0.0,GAME ARCADE,0,1816379.0,198405.0,90386.0,47422.0,189489.0
99,01/14/2020,14,State of Survival: The Walking Dead Collaboration,1823903,50000000.0,4.0,2.7,6.4,0.0,GAME STRATEGY,0,1293252.0,279123.0,89442.0,34210.0,127873.0
100,01/14/2020,14,Talking Tom Gold Run,4710639,100000000.0,4.0,1.3,4012.8,0.0,GAME ACTION,0,3581634.0,397794.0,200800.0,116460.0,413948.0
101,01/14/2020,14,Truco Blyts,501154,10000000.0,4.0,0.6,1.2,0.0,GAME CARD,0,353392.0,85751.0,30329.0,9306.0,22372.0
102,01/14/2020,14,Word Snack - Your Picnic with Words,671436,5000000.0,4.0,0.1,0.3,0.0,GAME WORD,0,519890.0,94490.0,35754.0,7146.0,14154.0
103,01/14/2020,14,myVEGAS Slots: Las Vegas Casino Games & Slots,616294,10000000.0,4.0,0.0,0.0,0.0,GAME CASINO,0,457055.0,82563.0,30766.0,13683.0,32225.0
104,01/15/2020,15,Castle Clash: Схватка Гильдий,1727242,10000000.0,4.0,0.2,41869.7,0.0,GAME STRATEGY,0,1317062.0,146795.0,69614.0,36254.0,157515.0
105,01/15/2020,15,DH Texas Poker - Texas Hold'em,583815,10000000.0,4.0,0.0,0.1,0.0,GAME CASINO,0,380317.0,79701.0,41575.0,16718.0,65502.0
106,01/15/2020,15,Earn to Die 2,1781295,100000000.0,4.0,0.4,0.8,0.0,GAME RACING,0,1265382.0,217366.0,109868.0,48019.0,140658.0
107,01/15/2020,15,Family Guy The Quest for Stuff,1008075,10000000.0,3.0,0.0,0.0,0.0,GAME ADVENTURE,0,587972.0,126076.0,79831.0,49340.0,164854.0
108,01/15/2020,15,Fishing Clash,1353453,50000000.0,4.0,1.8,4.1,0.0,GAME SIMULATION,0,1133700.0,105496.0,37830.0,18205.0,58220.0
109,01/15/2020,15,Garena Liên Quân Mobile,4564398,50000000.0,4.0,1.0,2.7,0.0,GAME ACTION,0,3142312.0,386513.0,204843.0,111645.0,719082.0
110,01/15/2020,15,Ludo Star 2,597656,10000000.0,4.0,2.8,5.5,0.0,GAME BOARD,0,416103.0,46952.0,33058.0,18737.0,82805.0
111,01/15/2020,15,Magic Rush: Heroes,1130195,10000000.0,4.0,0.0,0.1,0.0,GAME ROLE PLAYING,0,818101.0,125808.0,56193.0,24736.0,105355.0
112,01/15/2020,15,Minecraft Trial,2222817,100000000.0,4.0,3.5,7.7,0.0,GAME ARCADE,0,1461686.0,192188.0,120639.0,79343.0,368958.0
113,01/15/2020,15,My Cafe — Restaurant Game. Serve & Manage,4170408,50000000.0,4.0,0.6,1.4,0.0,GAME CASUAL,0,3234679.0,428334.0,200017.0,86064.0,221311.0
114,01/15/2020,15,Pepi Super Stores: Fun & Games,188628,10000000.0,4.0,1.8,4.0,0.0,GAME EDUCATIONAL,0,131144.0,14630.0,9261.0,7644.0,25947.0
115,01/15/2020,15,Poker Games: World Poker Club,494492,10000000.0,4.0,0.6,1.2,0.0,GAME CARD,0,405050.0,31047.0,9361.0,5998.0,43034.0
116,01/15/2020,15,Quizdom - Trivia more than logo quiz!,330992,10000000.0,4.0,0.0,0.0,0.0,GAME TRIVIA,0,242869.0,28097.0,16707.0,7814.0,35503.0
117,01/15/2020,15,Real Piano Teacher,363476,10000000.0,4.0,0.2,0.3,0.0,GAME MUSIC,0,293298.0,20676.0,13578.0,7408.0,28514.0
118,01/15/2020,15,Roll the Ball® - slide puzzle,1561049,100000000.0,4.0,0.1,0.2,0.0,GAME PUZZLE,0,994338.0,242232.0,126119.0,51089.0,147270.0
119,01/15/2020,15,Word search,644092,50000000.0,4.0,0.0,0.0,0.0,GAME WORD,0,438288.0,122199.0,48502.0,10315.0,24785.0
120,01/15/2020,15,World Soccer League,1993891,100000000.0,4.0,1.9,4.2,0.0,GAME SPORTS,0,1422477.0,174753.0,112505.0,61988.0,222165.0
121,01/16/2020,16,Asphalt Nitro,1618815,50000000.0,4.0,0.6,1.3,0.0,GAME RACING,0,1155090.0,182406.0,92136.0,41613.0,147567.0
122,01/16/2020,16,Banana Kong,4496723,100000000.0,4.0,0.5,1.0,0.0,GAME ACTION,0,3497817.0,518453.0,223009.0,72115.0,185328.0
123,01/16/2020,16,Beat Fire - EDM Music & Gun Sounds,296208,10000000.0,4.0,1.9,4.5,0.0,GAME MUSIC,0,223552.0,25631.0,15025.0,7961.0,24035.0
124,01/16/2020,16,Block Craft 3D: Building Simulator Games For Free,2156973,100000000.0,4.0,1.8,3.9,0.0,GAME ARCADE,0,1510574.0,191501.0,113211.0,71395.0,270289.0
125,01/16/2020,16,Block Puzzle Jewel,1557099,100000000.0,4.0,1.0,2.4,0.0,GAME PUZZLE,0,1068366.0,190532.0,105960.0,50031.0,142208.0
126,01/16/2020,16,Clash of Lords 2: Guild Castle,1709263,10000000.0,4.0,0.0,0.0,0.0,GAME STRATEGY,0,1217904.0,157175.0,101282.0,35373.0,197526.0
127,01/16/2020,16,Gold Fish Casino Slots - FREE Slot Machine Games,556639,10000000.0,4.0,0.3,0.5,0.0,GAME CASINO,0,459497.0,44454.0,15369.0,7774.0,29543.0
128,01/16/2020,16,Golf Clash,1990469,10000000.0,4.0,0.4,0.8,0.0,GAME SPORTS,0,1210213.0,428240.0,150477.0,55096.0,146441.0
129,01/16/2020,16,LEGO® DUPLO® Train,185082,10000000.0,4.0,0.0,0.0,0.0,GAME EDUCATIONAL,0,129634.0,16481.0,12725.0,5763.0,20476.0
130,01/16/2020,16,Legends of Runeterra,485069,10000000.0,4.0,1.6,3.3,0.0,GAME CARD,0,389106.0,51098.0,13716.0,6473.0,24675.0
131,01/16/2020,16,SAKURA School Simulator,1319464,10000000.0,4.0,6.7,15.7,0.0,GAME SIMULATION,0,1040495.0,82055.0,43016.0,28773.0,125122.0
132,01/16/2020,16,The Secret Society - Hidden Objects Mystery,892542,5000000.0,4.0,0.1,0.1,0.0,GAME ADVENTURE,0,532135.0,214918.0,102189.0,19643.0,23655.0
133,01/16/2020,16,The Simpsons™: Tapped Out,4079806,100000000.0,4.0,0.1,0.2,0.0,GAME CASUAL,0,2650097.0,486532.0,256817.0,141989.0,544370.0
134,01/16/2020,16,Think,289425,5000000.0,4.0,0.1,0.3,0.0,GAME TRIVIA,0,165966.0,89531.0,24385.0,3626.0,5914.0
135,01/16/2020,16,Wordfeud Free,619037,10000000.0,4.0,0.1,0.3,0.0,GAME WORD,0,372307.0,186153.0,34938.0,8682.0,16954.0
136,01/16/2020,16,Çanak Okey Plus,575124,10000000.0,4.0,0.4,0.8,0.0,GAME BOARD,0,445724.0,24956.0,15105.0,8122.0,81214.0
137,01/16/2020,16,세븐나이츠,937102,10000000.0,3.0,17025.0,0.1,0.0,GAME ROLE PLAYING,0,528121.0,88140.0,76690.0,38540.0,205610.0
138,01/17/2020,17,BLACKJACK!,544905,10000000.0,4.0,0.0,0.1,0.0,GAME CASINO,0,392404.0,100738.0,26490.0,5663.0,19608.0
139,01/17/2020,17,City Racing 3D,1555939,50000000.0,4.0,0.1,0.1,0.0,GAME RACING,0,1139740.0,156099.0,102803.0,35354.0,121941.0
140,01/17/2020,17,Cooking Madness - A Chef's Restaurant Games,2096404,100000000.0,4.0,1.8,3.4,0.0,GAME ARCADE,0,1726149.0,161104.0,70669.0,34470.0,104010.0
141,01/17/2020,17,Crossy Road,4464668,100000000.0,4.0,0.1,0.2,0.0,GAME ACTION,0,3379550.0,576816.0,234463.0,68644.0,205194.0
142,01/17/2020,17,Deck Heroes: Legacy,469770,10000000.0,4.0,0.0,0.0,0.0,GAME CARD,0,341845.0,41158.0,25636.0,13347.0,47782.0
143,01/17/2020,17,Draw Something Classic,594298,50000000.0,4.0,0.0,0.0,0.0,GAME WORD,0,351126.0,133461.0,52620.0,18611.0,38479.0
144,01/17/2020,17,Fight List - Categories Game,282642,10000000.0,3.0,0.1,0.3,0.0,GAME TRIVIA,0,139977.0,55995.0,27747.0,17549.0,41371.0
145,01/17/2020,17,Flow Free,1455893,100000000.0,4.0,142.6,0.8,0.0,GAME PUZZLE,0,1021457.0,195457.0,91530.0,41930.0,105517.0
146,01/17/2020,17,Football Strike - Multiplayer Soccer,1853563,100000000.0,4.0,3.0,6.4,0.0,GAME SPORTS,0,1366393.0,212579.0,111087.0,40535.0,122966.0
147,01/17/2020,17,Idle Heroes,914423,10000000.0,4.0,1.1,2.1,0.0,GAME ROLE PLAYING,0,724371.0,77956.0,31174.0,14878.0,66041.0
148,01/17/2020,17,June's Journey: Hidden Objects,830121,10000000.0,4.0,1.9,4.0,0.0,GAME ADVENTURE,0,580582.0,143752.0,41142.0,16642.0,48000.0
149,01/17/2020,17,Little Panda's Restaurant,177900,50000000.0,4.0,3.5,6.7,0.0,GAME EDUCATIONAL,0,136565.0,10350.0,6860.0,5324.0,18798.0
150,01/17/2020,17,My Talking Tom 2,3617773,100000000.0,4.0,2.0,4.6,0.0,GAME CASUAL,0,2619420.0,297742.0,172533.0,114892.0,413183.0
151,01/17/2020,17,Okey,567662,10000000.0,4.0,0.2,0.4,0.0,GAME BOARD,0,460779.0,36966.0,21660.0,10130.0,38125.0
152,01/17/2020,17,Rise of Kingdoms: Lost Crusade,1651636,10000000.0,4.0,1.5,3.3,0.0,GAME STRATEGY,0,1165118.0,185134.0,73380.0,37330.0,190672.0
153,01/17/2020,17,Scary Teacher 3D,1264769,100000000.0,4.0,4.2,9.4,0.0,GAME SIMULATION,0,910338.0,109308.0,62930.0,39377.0,142813.0
154,01/17/2020,17,Sonic Cat - Slash the Beats,273983,10000000.0,4.0,1.8,3.7,0.0,GAME MUSIC,0,233792.0,15101.0,7350.0,3745.0,13992.0
155,01/18/2020,18,2048 Number puzzle game,1361162,10000000.0,4.0,134.8,269.5,0.0,GAME PUZZLE,0,873731.0,251904.0,104041.0,49104.0,82379.0
156,01/18/2020,18,Blockman Go,2062961,50000000.0,4.0,3.7,8.6,0.0,GAME ARCADE,0,1624579.0,147084.0,71698.0,37603.0,181994.0
157,01/18/2020,18,Bubble Witch 2 Saga,2954685,100000000.0,4.0,252.7,0.1,0.0,GAME CASUAL,0,2182994.0,442668.0,186915.0,45788.0,96317.0
158,01/18/2020,18,"Cash, Inc. Money Clicker Game & Business Adventure",1243436,10000000.0,4.0,0.9,1.7,0.0,GAME SIMULATION,0,1039153.0,84922.0,45291.0,20019.0,54048.0
159,01/18/2020,18,Checkers,554532,100000000.0,4.0,1.4,3.0,0.0,GAME BOARD,0,371827.0,69515.0,37892.0,18726.0,56569.0
